CustomerID,DaysSinceLast,Churned,ChurnRiskScore
15807,528,1,1.0
15808,383,0,1.0
15809,730,1,1.0
15810,490,1,1.0
15811,203,1,1.0
15812,440,1,1.0
15813,378,1,1.0
15814,92,1,0.511
15815,26,0,0.144
15816,116,1,0.644
15817,7,0,0.039
15818,76,0,0.422
15819,96,1,0.533
15820,103,1,0.572
15821,1,0,0.006
15822,77,0,0.428
15823,65,0,0.361
15824,7,0,0.039
15825,144,1,0.8
15826,125,1,0.694
15827,36,0,0.2
15828,138,1,0.767
15829,412,1,1.0
15830,49,0,0.272
15831,163,1,0.906
15832,580,1,1.0
15833,44,0,0.244
15834,7,0,0.039
15835,112,1,0.622
15836,33,0,0.183
15837,7,0,0.039
15838,135,1,0.75
15839,76,0,0.422
15840,49,0,0.272
15841,383,1,1.0
15842,325,0,1.0
15843,295,1,1.0
15844,315,1,1.0
15845,2,0,0.011
15846,78,0,0.433
15847,480,1,1.0
15848,314,1,1.0
15849,420,1,1.0
15850,386,1,1.0
15851,2,1,0.011
15852,68,0,0.378
15853,14,0,0.078
15854,144,1,0.8
15855,308,1,1.0
15856,89,0,0.494
15857,234,1,1.0
15858,25,0,0.139
15859,193,1,1.0
15860,387,1,1.0
15861,3,0,0.017
15862,192,1,1.0
15863,730,1,1.0
15864,562,1,1.0
15865,170,1,0.944
15866,388,1,1.0
15867,76,0,0.422
15868,10,0,0.056
15869,525,1,1.0
15870,17,0,0.094
15871,185,0,1.0
15872,342,1,1.0
15873,27,0,0.15
15874,3,0,0.017
15875,108,1,0.6
15876,535,0,1.0
15877,243,1,1.0
15878,476,1,1.0
15879,356,1,1.0
15880,2,0,0.011
15881,68,1,0.378
15882,399,1,1.0
15883,71,0,0.394
15884,9,0,0.05
15885,439,1,1.0
15886,549,1,1.0
15887,213,1,1.0
15888,351,1,1.0
15889,61,0,0.339
15890,228,1,1.0
15891,40,1,0.222
15892,125,1,0.694
15893,72,0,0.4
15894,144,1,0.8
15895,15,0,0.083
15896,132,1,0.733
15897,109,1,0.606
15898,518,1,1.0
15899,89,0,0.494
15900,453,1,1.0
15901,730,1,1.0
15902,405,1,1.0
15903,10,0,0.056
15904,76,0,0.422
15905,128,1,0.711
15906,30,0,0.167
15907,61,1,0.339
15908,83,0,0.461
15909,730,1,1.0
15910,462,1,1.0
15911,370,1,1.0
15912,122,1,0.678
15913,4,0,0.022
15914,34,0,0.189
15915,1,0,0.006
15916,730,1,1.0
15917,141,1,0.783
15918,44,0,0.244
15919,72,0,0.4
15920,1,0,0.006
15921,23,0,0.128
15922,481,0,1.0
15923,74,0,0.411
15924,730,1,1.0
15925,101,1,0.561
15926,483,1,1.0
15927,327,1,1.0
15928,41,0,0.228
15929,306,1,1.0
15930,374,1,1.0
15931,154,1,0.856
15932,166,1,0.922
15933,69,0,0.383
15934,283,1,1.0
15935,112,1,0.622
15936,71,0,0.394
15937,316,1,1.0
15938,327,1,1.0
15939,25,0,0.139
15940,599,1,1.0
15941,366,1,1.0
15942,61,0,0.339
15943,92,1,0.511
15944,67,0,0.372
15945,154,0,0.856
15946,237,1,1.0
15947,113,0,0.628
15948,332,1,1.0
15949,59,0,0.328
15950,55,1,0.306
15951,419,1,1.0
15952,29,0,0.161
15953,119,1,0.661
15954,64,1,0.356
15955,418,1,1.0
15956,220,1,1.0
15957,107,1,0.594
15958,88,0,0.489
15959,85,0,0.472
15960,4,0,0.022
15961,477,1,1.0
15962,9,0,0.05
15963,40,0,0.222
15964,233,1,1.0
15965,56,0,0.311
15966,730,1,1.0
15967,414,1,1.0
15968,122,1,0.678
15969,140,1,0.778
15970,489,1,1.0
15971,115,1,0.639
15972,380,1,1.0
15973,151,1,0.839
15974,419,1,1.0
15975,73,0,0.406
15976,730,1,1.0
15977,248,1,1.0
15978,220,1,1.0
15979,69,0,0.383
15980,0,0,0.0
15981,120,1,0.667
15982,391,1,1.0
15983,41,0,0.228
15984,86,0,0.478
15985,5,0,0.028
15986,163,1,0.906
15987,479,1,1.0
15988,73,0,0.406
15989,88,0,0.489
15990,59,0,0.328
15991,5,0,0.028
15992,80,0,0.444
15993,523,1,1.0
15994,467,1,1.0
15995,48,0,0.267
15996,730,1,1.0
15997,97,1,0.539
15998,176,1,0.978
15999,58,0,0.322
16000,358,1,1.0
16001,99,1,0.55
16002,20,0,0.111
16003,48,0,0.267
16004,56,0,0.311
16005,467,1,1.0
16006,27,0,0.15
16007,85,0,0.472
16008,62,0,0.344
16009,380,1,1.0
16010,94,1,0.522
16011,526,1,1.0
16012,538,1,1.0
16013,4,0,0.022
16014,2,0,0.011
16015,0,0,0.0
16016,0,0,0.0
16017,730,1,1.0
16018,52,0,0.289
16019,275,1,1.0
16020,44,0,0.244
16021,63,0,0.35
16022,135,1,0.75
16023,403,1,1.0
16024,4,0,0.022
16025,169,1,0.939
16026,1,0,0.006
16027,272,1,1.0
16028,88,0,0.489
16029,53,0,0.294
16030,311,1,1.0
16031,63,0,0.35
16032,34,0,0.189
16033,9,0,0.05
16034,211,1,1.0
16035,7,0,0.039
16036,86,0,0.478
16037,83,0,0.461
16038,285,1,1.0
16039,272,1,1.0
16040,56,0,0.311
16041,48,0,0.267
16042,128,1,0.711
16043,65,0,0.361
16044,455,1,1.0
16045,510,1,1.0
16046,126,1,0.7
16047,109,1,0.606
16048,76,0,0.422
16049,136,1,0.756
16050,47,0,0.261
16051,493,1,1.0
16052,155,1,0.861
16053,167,0,0.928
16054,79,0,0.439
16055,274,1,1.0
16056,98,1,0.544
16057,141,1,0.783
16058,143,0,0.794
16059,11,0,0.061
16060,35,0,0.194
16061,438,1,1.0
16062,4,0,0.022
16063,493,1,1.0
16064,228,1,1.0
16065,413,1,1.0
16066,117,1,0.65
16067,454,1,1.0
16068,432,1,1.0
16069,98,1,0.544
16070,13,0,0.072
16071,473,0,1.0
16072,82,0,0.456
16073,4,0,0.022
16074,69,1,0.383
16075,92,1,0.511
16076,730,1,1.0
16077,62,0,0.344
16078,9,0,0.05
16079,11,0,0.061
16080,392,1,1.0
16081,263,1,1.0
16082,0,0,0.0
16083,730,1,1.0
16084,104,1,0.578
16085,76,0,0.422
16086,75,0,0.417
16087,170,0,0.944
16088,164,1,0.911
16089,9,0,0.05
16090,48,0,0.267
16091,273,1,1.0
16092,125,1,0.694
16093,47,0,0.261
16094,228,1,1.0
16095,78,0,0.433
16096,59,0,0.328
16097,119,1,0.661
16098,0,0,0.0
16099,65,1,0.361
16100,97,1,0.539
16101,431,1,1.0
16102,201,1,1.0
16103,40,0,0.222
16104,35,0,0.194
16105,81,0,0.45
16106,146,1,0.811
16107,233,1,1.0
16108,390,1,1.0
16109,325,1,1.0
16110,7,0,0.039
16111,525,1,1.0
16112,240,1,1.0
16113,125,1,0.694
16114,730,0,1.0
16115,3,0,0.017
16116,370,1,1.0
16117,59,0,0.328
16118,6,0,0.033
16119,65,0,0.361
16120,730,1,1.0
16121,70,0,0.389
16122,299,1,1.0
16123,336,1,1.0
16124,730,1,1.0
16125,91,1,0.506
16126,21,0,0.117
16127,1,0,0.006
16128,3,0,0.017
16129,88,0,0.489
16130,77,1,0.428
16131,108,1,0.6
16132,229,1,1.0
16133,7,0,0.039
16134,76,1,0.422
16135,13,0,0.072
16136,75,0,0.417
16137,498,1,1.0
16138,1,0,0.006
16139,469,1,1.0
16140,276,0,1.0
16141,84,0,0.467
16142,446,1,1.0
16143,318,0,1.0
16144,391,1,1.0
16145,110,1,0.611
16146,579,1,1.0
16147,166,1,0.922
16148,21,0,0.117
16149,86,0,0.478
16150,73,0,0.406
16151,730,1,1.0
16152,437,1,1.0
16153,274,1,1.0
16154,72,0,0.4
16155,325,1,1.0
16156,314,1,1.0
16157,340,1,1.0
16158,418,1,1.0
16159,531,1,1.0
16160,27,0,0.15
16161,32,0,0.178
16162,255,1,1.0
16163,60,0,0.333
16164,608,1,1.0
16165,411,1,1.0
16166,56,0,0.311
16167,39,0,0.217
16168,73,0,0.406
16169,383,1,1.0
16170,5,0,0.028
16171,29,0,0.161
16172,88,0,0.489
16173,96,0,0.533
16174,32,0,0.178
16175,6,0,0.033
16176,152,1,0.844
16177,1,0,0.006
16178,4,0,0.022
16179,220,1,1.0
16180,369,1,1.0
16181,53,1,0.294
16182,129,1,0.717
16183,68,0,0.378
16184,49,1,0.272
16185,58,0,0.322
16186,10,0,0.056
16187,115,1,0.639
16188,506,1,1.0
16189,3,0,0.017
16190,61,0,0.339
16191,86,0,0.478
16192,730,0,1.0
16193,504,1,1.0
16194,269,1,1.0
16195,128,0,0.711
16196,163,1,0.906
16197,92,1,0.511
16198,456,1,1.0
16199,325,1,1.0
16200,9,0,0.05
16201,384,0,1.0
16202,462,1,1.0
16203,81,0,0.45
16204,21,0,0.117
16205,418,0,1.0
16206,87,0,0.483
16207,71,0,0.394
16208,730,1,1.0
16209,390,1,1.0
16210,157,1,0.872
16211,85,0,0.472
16212,482,1,1.0
16213,1,0,0.006
16214,96,1,0.533
16215,61,0,0.339
16216,335,1,1.0
16217,88,0,0.489
16218,289,1,1.0
16219,83,0,0.461
16220,417,1,1.0
16221,12,0,0.067
16222,2,0,0.011
16223,730,1,1.0
16224,7,0,0.039
16225,60,0,0.333
16226,730,1,1.0
16227,5,0,0.028
16228,172,0,0.956
16229,457,1,1.0
16230,28,0,0.156
16231,521,1,1.0
16232,0,0,0.0
16233,99,1,0.55
16234,390,1,1.0
16235,417,1,1.0
16236,3,0,0.017
16237,265,0,1.0
16238,11,0,0.061
16239,135,1,0.75
16240,609,1,1.0
16241,173,1,0.961
16242,73,0,0.406
16243,74,0,0.411
16244,473,1,1.0
16245,215,1,1.0
16246,160,1,0.889
16247,730,1,1.0
16248,730,1,1.0
16249,192,1,1.0
16250,202,1,1.0
16251,52,0,0.289
16252,129,0,0.717
16253,372,1,1.0
16254,3,0,0.017
16255,83,0,0.461
16256,62,0,0.344
16257,31,0,0.172
16258,55,0,0.306
16259,378,1,1.0
16260,400,1,1.0
16261,193,1,1.0
16262,9,0,0.05
16263,84,0,0.467
16264,52,0,0.289
16265,41,0,0.228
16266,19,1,0.106
16267,328,1,1.0
16268,1,0,0.006
16269,74,0,0.411
16270,18,1,0.1
16271,112,1,0.622
16272,198,1,1.0
16273,140,1,0.778
16274,150,1,0.833
16275,274,1,1.0
16276,110,1,0.611
16277,451,1,1.0
16278,164,1,0.911
16279,175,1,0.972
16280,36,0,0.2
16281,225,1,1.0
16282,1,0,0.006
16283,730,1,1.0
16284,730,1,1.0
16285,3,0,0.017
16286,93,1,0.517
16287,730,1,1.0
16288,67,0,0.372
16289,602,1,1.0
16290,55,0,0.306
16291,730,1,1.0
16292,730,0,1.0
16293,3,0,0.017
16294,61,0,0.339
16295,257,1,1.0
16296,56,0,0.311
16297,533,1,1.0
16298,106,1,0.589
16299,3,1,0.017
16300,241,1,1.0
16301,374,1,1.0
16302,355,1,1.0
16303,67,0,0.372
16304,185,1,1.0
16305,163,1,0.906
16306,9,0,0.05
16307,4,0,0.022
16308,118,1,0.656
16309,3,0,0.017
16310,32,0,0.178
16311,236,1,1.0
16312,143,1,0.794
16313,28,0,0.156
16314,595,1,1.0
16315,104,1,0.578
16316,88,0,0.489
16317,129,1,0.717
16318,60,0,0.333
16319,0,0,0.0
16320,534,1,1.0
16321,73,0,0.406
16322,290,1,1.0
16323,94,1,0.522
16324,61,0,0.339
16325,101,1,0.561
16326,74,0,0.411
16327,24,0,0.133
16328,17,0,0.094
16329,6,0,0.033
16330,87,0,0.483
16331,9,0,0.05
16332,221,1,1.0
16333,424,1,1.0
16334,67,0,0.372
16335,410,1,1.0
16336,159,1,0.883
16337,127,1,0.706
16338,12,0,0.067
16339,54,0,0.3
16340,62,0,0.344
16341,37,0,0.206
16342,129,1,0.717
16343,214,1,1.0
16344,100,1,0.556
16345,59,0,0.328
16346,261,1,1.0
16347,120,1,0.667
16348,73,1,0.406
16349,282,0,1.0
16350,88,0,0.489
16351,5,0,0.028
16352,222,1,1.0
16353,54,0,0.3
16354,186,1,1.0
16355,9,0,0.05
16356,188,0,1.0
16357,245,1,1.0
16358,76,0,0.422
16359,31,0,0.172
16360,117,1,0.65
16361,99,0,0.55
16362,91,1,0.506
16363,484,1,1.0
16364,730,1,1.0
16365,23,0,0.128
16366,13,0,0.072
16367,439,1,1.0
16368,730,1,1.0
16369,50,0,0.278
16370,97,1,0.539
16371,452,1,1.0
16372,46,0,0.256
16373,284,1,1.0
16374,730,0,1.0
16375,123,1,0.683
16376,7,0,0.039
16377,430,1,1.0
16378,75,0,0.417
16379,730,1,1.0
16380,82,0,0.456
16381,39,0,0.217
16382,327,1,1.0
16383,7,0,0.039
16384,7,0,0.039
16385,79,0,0.439
16386,595,1,1.0
16387,114,1,0.633
16388,50,0,0.278
16389,359,1,1.0
16390,35,0,0.194
16391,92,1,0.511
16392,730,1,1.0
16393,10,0,0.056
16394,258,1,1.0
16395,256,1,1.0
16396,595,1,1.0
16397,67,0,0.372
16398,172,1,0.956
16399,458,1,1.0
16400,730,1,1.0
16401,321,1,1.0
16402,259,1,1.0
16403,2,0,0.011
16404,50,0,0.278
16405,490,1,1.0
16406,436,1,1.0
16407,84,0,0.467
16408,2,0,0.011
16409,382,1,1.0
16410,400,1,1.0
16411,6,0,0.033
16412,141,1,0.783
16413,532,1,1.0
16414,66,0,0.367
16415,18,0,0.1
16416,83,0,0.461
16417,58,0,0.322
16418,214,1,1.0
16419,33,0,0.183
16420,0,0,0.0
16421,10,0,0.056
16422,122,1,0.678
16423,464,0,1.0
16424,66,0,0.367
16425,67,0,0.372
16426,15,0,0.083
16427,730,1,1.0
16428,168,1,0.933
16429,730,1,1.0
16430,104,1,0.578
16431,25,0,0.139
16432,55,0,0.306
16433,79,0,0.439
16434,452,1,1.0
16435,210,1,1.0
16436,61,0,0.339
16437,1,0,0.006
16438,730,1,1.0
16439,175,1,0.972
16440,109,1,0.606
16441,79,0,0.439
16442,181,1,1.0
16443,2,0,0.011
16444,8,0,0.044
16445,112,1,0.622
16446,730,1,1.0
16447,223,1,1.0
16448,95,1,0.528
16449,106,1,0.589
16450,19,0,0.106
16451,730,1,1.0
16452,132,1,0.733
16453,256,0,1.0
16454,90,0,0.5
16455,730,1,1.0
16456,0,0,0.0
16457,56,0,0.311
16458,0,0,0.0
16459,293,1,1.0
16460,162,1,0.9
16461,81,0,0.45
16462,5,0,0.028
16463,38,1,0.211
16464,76,0,0.422
16465,22,0,0.122
16466,493,1,1.0
16467,12,0,0.067
16468,118,1,0.656
16469,618,0,1.0
16470,296,1,1.0
16471,3,0,0.017
16472,79,0,0.439
16473,445,1,1.0
16474,35,1,0.194
16475,59,0,0.328
16476,416,1,1.0
16477,128,1,0.711
16478,8,0,0.044
16479,386,1,1.0
16480,2,0,0.011
16481,182,1,1.0
16482,3,0,0.017
16483,10,0,0.056
16484,282,1,1.0
16485,53,0,0.294
16486,439,1,1.0
16487,395,1,1.0
16488,203,0,1.0
16489,319,1,1.0
16490,28,0,0.156
16491,289,0,1.0
16492,74,0,0.411
16493,129,1,0.717
16494,54,0,0.3
16495,170,1,0.944
16496,69,0,0.383
16497,252,1,1.0
16498,229,1,1.0
16499,116,1,0.644
16500,91,1,0.506
16501,324,1,1.0
16502,543,1,1.0
16503,1,0,0.006
16504,1,0,0.006
16505,89,0,0.494
16506,6,0,0.033
16507,482,1,1.0
16508,66,0,0.367
16509,15,1,0.083
16510,65,0,0.361
16511,17,0,0.094
16512,261,1,1.0
16513,67,0,0.372
16514,2,0,0.011
16515,276,1,1.0
16516,730,0,1.0
16517,90,0,0.5
16518,483,1,1.0
16519,0,0,0.0
16520,354,1,1.0
16521,18,0,0.1
16522,142,1,0.789
16523,243,1,1.0
16524,369,1,1.0
16525,69,0,0.383
16526,462,1,1.0
16527,0,1,0.0
16528,146,1,0.811
16529,9,0,0.05
16530,4,1,0.022
16531,44,0,0.244
16532,279,1,1.0
16533,13,0,0.072
16534,353,1,1.0
16535,29,0,0.161
16536,186,1,1.0
16537,73,0,0.406
16538,307,1,1.0
16539,33,0,0.183
16540,730,1,1.0
16541,204,1,1.0
16542,93,1,0.517
16543,485,1,1.0
16544,87,0,0.483
16545,233,1,1.0
16546,540,1,1.0
16547,24,0,0.133
16548,730,1,1.0
16549,403,0,1.0
16550,221,1,1.0
16551,3,0,0.017
16552,138,1,0.767
16553,88,0,0.489
16554,730,1,1.0
16555,74,0,0.411
16556,94,1,0.522
16557,14,0,0.078
16558,7,0,0.039
16559,382,1,1.0
16560,44,0,0.244
16561,2,0,0.011
16562,539,1,1.0
16563,4,0,0.022
16564,380,1,1.0
16565,284,1,1.0
16566,297,1,1.0
16567,88,0,0.489
16568,252,1,1.0
16569,83,0,0.461
16570,55,0,0.306
16571,106,1,0.589
16572,62,0,0.344
16573,62,0,0.344
16574,6,0,0.033
16575,109,1,0.606
16576,151,1,0.839
16577,199,1,1.0
16578,39,0,0.217
16579,161,1,0.894
16580,617,1,1.0
16581,558,1,1.0
16582,407,1,1.0
16583,422,1,1.0
16584,42,0,0.233
16585,222,1,1.0
16586,448,1,1.0
16587,62,0,0.344
16588,39,0,0.217
16589,3,0,0.017
16590,301,1,1.0
16591,275,1,1.0
16592,102,1,0.567
16593,55,0,0.306
16594,10,0,0.056
16595,3,0,0.017
16596,301,1,1.0
16597,73,0,0.406
16598,135,1,0.75
16599,9,0,0.05
16600,0,0,0.0
16601,457,1,1.0
16602,258,1,1.0
16603,2,0,0.011
16604,105,0,0.583
16605,304,1,1.0
16606,730,1,1.0
16607,3,0,0.017
16608,289,1,1.0
16609,98,1,0.544
16610,367,1,1.0
16611,148,1,0.822
16612,0,0,0.0
16613,373,1,1.0
16614,88,0,0.489
16615,78,0,0.433
16616,0,0,0.0
16617,3,0,0.017
16618,58,0,0.322
16619,297,1,1.0
16620,103,1,0.572
16621,139,1,0.772
16622,50,0,0.278
16623,74,0,0.411
16624,217,0,1.0
16625,251,1,1.0
16626,103,1,0.572
16627,117,1,0.65
16628,67,0,0.372
16629,88,0,0.489
16630,433,1,1.0
16631,527,1,1.0
16632,131,1,0.728
16633,61,0,0.339
16634,1,0,0.006
16635,536,1,1.0
16636,161,1,0.894
16637,172,1,0.956
16638,84,0,0.467
16639,115,1,0.639
16640,63,0,0.35
16641,66,0,0.367
16642,86,0,0.478
16643,61,0,0.339
16644,184,1,1.0
16645,131,1,0.728
16646,141,1,0.783
16647,730,0,1.0
16648,121,1,0.672
16649,128,1,0.711
16650,87,0,0.483
16651,3,0,0.017
16652,263,1,1.0
16653,121,1,0.672
16654,12,0,0.067
16655,366,1,1.0
16656,441,1,1.0
16657,86,0,0.478
16658,0,0,0.0
16659,217,1,1.0
16660,134,1,0.744
16661,390,1,1.0
16662,497,1,1.0
16663,114,1,0.633
16664,96,1,0.533
16665,97,1,0.539
16666,540,1,1.0
16667,552,1,1.0
16668,229,1,1.0
16669,235,1,1.0
16670,121,1,0.672
16671,24,0,0.133
16672,495,1,1.0
16673,63,0,0.35
16674,77,0,0.428
16675,5,0,0.028
16676,5,0,0.028
16677,47,1,0.261
16678,686,1,1.0
16679,11,0,0.061
16680,17,0,0.094
16681,476,1,1.0
16682,279,1,1.0
16683,73,0,0.406
16684,298,1,1.0
16685,85,0,0.472
16686,67,0,0.372
16687,158,1,0.878
16688,99,1,0.55
16689,5,0,0.028
16690,59,0,0.328
16691,2,0,0.011
16692,269,1,1.0
16693,13,0,0.072
16694,167,1,0.928
16695,330,1,1.0
16696,393,1,1.0
16697,55,0,0.306
16698,308,1,1.0
16699,66,0,0.367
16700,9,0,0.05
16701,249,1,1.0
16702,5,1,0.028
16703,40,0,0.222
16704,47,0,0.261
16705,138,1,0.767
16706,109,1,0.606
16707,643,1,1.0
16708,310,1,1.0
16709,3,1,0.017
16710,88,0,0.489
16711,730,1,1.0
16712,6,0,0.033
16713,312,1,1.0
16714,305,1,1.0
16715,27,0,0.15
16716,730,1,1.0
16717,14,0,0.078
16718,71,0,0.394
16719,501,1,1.0
16720,388,1,1.0
16721,88,0,0.489
16722,525,1,1.0
16723,79,1,0.439
16724,7,0,0.039
16725,64,0,0.356
16726,20,0,0.111
16727,49,0,0.272
16728,0,0,0.0
16729,73,0,0.406
16730,250,1,1.0
16731,222,1,1.0
16732,83,0,0.461
16733,51,0,0.283
16734,363,1,1.0
16735,730,1,1.0
16736,32,0,0.178
16737,364,1,1.0
16738,11,0,0.061
16739,74,0,0.411
16740,293,1,1.0
16741,5,0,0.028
16742,256,1,1.0
16743,60,0,0.333
16744,81,0,0.45
16745,476,1,1.0
16746,730,1,1.0
16747,155,1,0.861
16748,96,1,0.533
16749,1,0,0.006
16750,271,1,1.0
16751,235,1,1.0
16752,426,1,1.0
16753,4,0,0.022
16754,31,0,0.172
16755,5,0,0.028
16756,504,1,1.0
16757,6,0,0.033
16758,63,0,0.35
16759,383,1,1.0
16760,494,1,1.0
16761,69,0,0.383
16762,3,0,0.017
16763,82,0,0.456
16764,41,0,0.228
16765,166,1,0.922
16766,341,1,1.0
16767,80,0,0.444
16768,267,1,1.0
16769,287,1,1.0
16770,312,1,1.0
16771,127,1,0.706
16772,7,0,0.039
16773,13,0,0.072
16774,184,1,1.0
16775,2,0,0.011
16776,71,0,0.394
16777,5,0,0.028
16778,355,1,1.0
16779,169,1,0.939
16780,135,1,0.75
16781,78,0,0.433
16782,5,0,0.028
16783,345,1,1.0
16784,289,1,1.0
16785,338,1,1.0
16786,216,1,1.0
16787,188,1,1.0
16788,411,1,1.0
16789,20,0,0.111
16790,102,1,0.567
16791,332,1,1.0
16792,440,1,1.0
16793,118,1,0.656
16794,21,0,0.117
16795,482,1,1.0
16796,37,0,0.206
16797,367,1,1.0
16798,66,0,0.367
16799,128,1,0.711
16800,400,1,1.0
16801,66,0,0.367
16802,730,1,1.0
16803,730,1,1.0
16804,55,0,0.306
16805,43,0,0.239
16806,7,0,0.039
16807,4,0,0.022
16808,4,0,0.022
16809,170,1,0.944
16810,6,0,0.033
16811,389,0,1.0
16812,369,1,1.0
16813,730,1,1.0
16814,32,0,0.178
16815,76,0,0.422
16816,34,0,0.189
16817,247,1,1.0
16818,382,1,1.0
16819,305,1,1.0
16820,7,0,0.039
16821,419,1,1.0
16822,67,0,0.372
16823,54,0,0.3
16824,33,0,0.183
16825,142,1,0.789
16826,72,0,0.4
16827,1,0,0.006
16828,114,1,0.633
16829,305,1,1.0
16830,0,0,0.0
16831,158,1,0.878
16832,72,0,0.4
16833,0,0,0.0
16834,116,1,0.644
16835,559,1,1.0
16836,168,1,0.933
16837,615,1,1.0
16838,111,1,0.617
16839,212,1,1.0
16840,202,1,1.0
16841,59,0,0.328
16842,2,0,0.011
16843,77,1,0.428
16844,104,1,0.578
16845,398,1,1.0
16846,109,1,0.606
16847,25,0,0.139
16848,645,0,1.0
16849,391,1,1.0
16850,10,0,0.056
16851,163,1,0.906
16852,296,1,1.0
16853,10,0,0.056
16854,110,1,0.611
16855,231,1,1.0
16856,94,1,0.522
16857,120,1,0.667
16858,261,1,1.0
16859,243,1,1.0
16860,0,0,0.0
16861,212,1,1.0
16862,730,1,1.0
16863,24,0,0.133
16864,230,1,1.0
16865,235,1,1.0
16866,538,1,1.0
16867,88,0,0.489
16868,52,0,0.289
16869,26,0,0.144
16870,61,0,0.339
16871,107,1,0.594
16872,74,0,0.411
16873,730,1,1.0
16874,73,0,0.406
16875,59,0,0.328
16876,84,0,0.467
16877,2,0,0.011
16878,9,0,0.05
16879,112,1,0.622
16880,11,0,0.061
16881,8,0,0.044
16882,41,0,0.228
16883,168,1,0.933
16884,78,0,0.433
16885,730,1,1.0
16886,36,0,0.2
16887,452,1,1.0
16888,59,0,0.328
16889,199,0,1.0
16890,563,1,1.0
16891,527,1,1.0
16892,161,1,0.894
16893,40,0,0.222
16894,7,0,0.039
16895,477,1,1.0
16896,16,0,0.089
16897,357,1,1.0
16898,248,1,1.0
16899,386,1,1.0
16900,315,1,1.0
16901,53,0,0.294
16902,53,0,0.294
16903,80,0,0.444
16904,3,0,0.017
16905,54,0,0.3
16906,45,0,0.25
16907,187,1,1.0
16908,39,0,0.217
16909,65,0,0.361
16910,6,0,0.033
16911,383,1,1.0
16912,79,0,0.439
16913,462,1,1.0
16914,73,0,0.406
16915,432,1,1.0
16916,730,1,1.0
16917,380,1,1.0
16918,24,0,0.133
16919,78,0,0.433
16920,58,0,0.322
16921,4,0,0.022
16922,400,1,1.0
16923,366,1,1.0
16924,107,1,0.594
16925,243,1,1.0
16926,5,1,0.028
16927,42,0,0.233
16928,536,1,1.0
16929,317,1,1.0
16930,289,1,1.0
16931,14,0,0.078
16932,299,1,1.0
16933,108,1,0.6
16934,55,0,0.306
16935,104,1,0.578
16936,111,1,0.617
16937,262,1,1.0
16938,14,0,0.078
16939,362,1,1.0
16940,62,0,0.344
16941,102,1,0.567
16942,518,1,1.0
16943,437,1,1.0
16944,12,0,0.067
16945,4,0,0.022
16946,137,1,0.761
16947,77,0,0.428
16948,36,0,0.2
16949,95,1,0.528
16950,117,1,0.65
16951,548,1,1.0
16952,264,1,1.0
16953,103,1,0.572
16954,216,1,1.0
16955,459,1,1.0
16956,124,1,0.689
16957,509,1,1.0
16958,174,0,0.967
16959,24,0,0.133
16960,84,0,0.467
16961,186,1,1.0
16962,249,1,1.0
16963,383,0,1.0
16964,13,0,0.072
16965,449,0,1.0
16966,61,0,0.339
16967,406,1,1.0
16968,15,0,0.083
16969,119,1,0.661
16970,25,0,0.139
16971,240,1,1.0
16972,1,0,0.006
16973,70,0,0.389
16974,202,1,1.0
16975,133,1,0.739
16976,54,0,0.3
16977,9,0,0.05
16978,488,1,1.0
16979,310,1,1.0
16980,269,1,1.0
16981,466,1,1.0
16982,357,1,1.0
16983,43,0,0.239
16984,369,1,1.0
16985,68,1,0.378
16986,295,1,1.0
16987,482,1,1.0
16988,12,0,0.067
16989,58,0,0.322
16990,370,1,1.0
16991,71,0,0.394
16992,262,1,1.0
16993,54,0,0.3
16994,544,1,1.0
16995,86,0,0.478
16996,69,0,0.383
16997,395,1,1.0
16998,60,0,0.333
16999,84,0,0.467
17000,1,0,0.006
17001,334,1,1.0
17002,86,0,0.478
17003,318,1,1.0
17004,75,0,0.417
17005,10,0,0.056
17006,74,0,0.411
17007,202,1,1.0
17008,46,0,0.256
17009,142,1,0.789
17010,81,0,0.45
17011,303,1,1.0
17012,1,0,0.006
17013,268,1,1.0
17014,730,1,1.0
17015,452,1,1.0
17016,71,0,0.394
17017,117,1,0.65
17018,201,1,1.0
17019,308,1,1.0
17020,85,0,0.472
17021,5,0,0.028
17022,9,0,0.05
17023,292,1,1.0
17024,730,1,1.0
17025,419,1,1.0
17026,730,1,1.0
17027,57,0,0.317
17028,133,1,0.739
17029,70,0,0.389
17030,419,1,1.0
17031,292,1,1.0
17032,59,0,0.328
17033,270,1,1.0
17034,586,1,1.0
17035,109,1,0.606
17036,46,0,0.256
17037,62,0,0.344
17038,2,0,0.011
17039,62,0,0.344
17040,2,0,0.011
17041,23,0,0.128
17042,60,0,0.333
17043,96,1,0.533
17044,81,0,0.45
17045,130,1,0.722
17046,41,0,0.228
17047,0,0,0.0
17048,384,1,1.0
17049,7,0,0.039
17050,129,1,0.717
17051,347,1,1.0
17052,183,1,1.0
17053,730,1,1.0
17054,30,0,0.167
17055,79,0,0.439
17056,84,0,0.467
17057,730,1,1.0
17058,461,0,1.0
17059,1,0,0.006
17060,482,1,1.0
17061,388,1,1.0
17062,69,0,0.383
17063,225,1,1.0
17064,392,1,1.0
17065,61,0,0.339
17066,2,0,0.011
17067,162,1,0.9
17068,15,0,0.083
17069,98,1,0.544
17070,13,0,0.072
17071,59,0,0.328
17072,155,1,0.861
17073,227,1,1.0
17074,2,0,0.011
17075,519,1,1.0
17076,3,0,0.017
